theta,R,Dstar,size,members
0.277,0.617,0.53,3,A001305|A001307|A008584
0.277,0.644,0.626,1,A017585
0.277,0.675,0.601,1,A039858
0.277,0.694,0.605,1,A053783
0.277,0.697,0.616,1,A050541
0.277,0.706,0.626,1,A029454
0.277,0.722,0.614,1,A045591
0.277,0.749,0.644,1,A059594
0.277,0.772,0.655,1,A027751
0.277,0.774,0.665,1,A025564
0.277,0.778,0.668,1,A005849
0.277,0.791,0.662,1,A044970
0.277,0.821,0.714,1,A052313
0.277,0.848,0.756,1,A033764
0.277,0.851,0.798,1,A040376
0.277,0.853,0.835,1,A057018
0.277,0.868,0.746,1,A010259
0.277,0.93,0.816,1,A059609
0.277,0.994,0.946,1,A012707
0.277,0.995,0.947,6,A009442|A009424|A009629|A009642|A009644|A012471
0.277,0.995,0.949,1,A012887
0.278,0.045,0.077,1,A031599
0.278,0.047,0.049,1,A044458
0.278,0.1,0.202,1,A011412
0.278,0.125,0.199,1,A021849
0.278,0.15,0.241,1,A021572
0.278,0.323,0.393,1,A050963
0.278,0.398,0.324,1,A034144
0.278,0.416,0.335,1,A031519
0.278,0.485,0.55,1,A005862
0.278,0.54,0.532,1,A020919
0.278,0.612,0.601,1,A054208
0.278,0.617,0.535,1,A045853
0.278,0.622,0.542,2,A004010|A008657
0.278,0.622,0.564,1,A047669
0.278,0.651,0.609,1,A034199
0.278,0.667,0.599,1,A035301
0.278,0.7,0.636,1,A045476
0.278,0.709,0.668,1,A048239
0.278,0.762,0.628,1,A000947
0.278,0.788,0.733,1,A000161
0.278,0.813,0.679,1,A027844
0.278,0.832,0.718,1,A048483
0.278,0.839,0.597,1,A037076
0.278,0.841,0.747,1,A040594
0.278,0.881,0.769,1,A040776
0.278,0.903,0.814,1,A052500
0.278,0.995,0.947,6,A009319|A009643|A009646|A009647|A009648|A013193
0.279,0.073,0.18,1,A019929
0.279,0.078,0.094,1,A031109
0.279,0.509,0.474,1,A038525
0.279,0.619,0.559,1,A037241
0.279,0.633,0.573,1,A056181
0.279,0.646,0.575,1,A023029
0.279,0.649,0.565,1,A015954
0.279,0.699,0.656,1,A028663
0.279,0.749,0.661,1,A034389
0.279,0.75,0.666,1,A004013
0.279,0.764,0.664,1,A029516
0.279,0.788,0.713,1,A006142
0.279,0.788,0.77,1,A043288
0.279,0.903,0.81,1,A040897
0.279,0.994,0.946,1,A013247
0.279,0.994,0.947,1,A009311
0.279,0.995,0.946,1,A009420
0.28,0.107,0.211,1,A021569
0.28,0.164,0.241,1,A004874
0.28,0.526,0.455,1,A015768
0.28,0.537,0.502,1,A001378
0.28,0.627,0.585,1,A035934
0.28,0.724,0.684,1,A028632
0.28,0.737,0.642,1,A050355
0.28,0.757,0.733,1,A058993
0.28,0.776,0.727,1,A000448
0.28,0.809,0.784,1,A056654
0.28,0.861,0.8,2,A010156|A010123
0.28,0.864,0.762,1,A040635
0.28,0.88,0.758,1,A045916
0.28,0.904,0.786,1,A007029
0.28,0.981,0.864,1,A045532
0.281,0.041,0.15,1,A050688
0.281,0.061,0.253,1,A021755
0.281,0.107,0.087,1,A033059
0.281,0.397,0.37,1,A034059
0.281,0.48,0.603,1,A005859
0.281,0.589,0.515,1,A015955
0.281,0.618,0.565,1,A011888
0.281,0.628,0.594,1,A017657
0.281,0.649,0.554,1,A000099
0.281,0.649,0.559,1,A000323
0.281,0.664,0.586,1,A036021
0.281,0.665,0.589,1,A036030
0.281,0.667,0.599,1,A035300
0.281,0.695,0.728,1,A035220
0.281,0.725,0.612,1,A017672
0.281,0.806,0.692,1,A022552
0.281,0.826,0.748,1,A001294
0.281,0.832,0.738,1,A057833
0.281,0.851,0.8,1,A040520
0.281,0.872,0.793,1,A046951
0.281,0.899,0.772,1,A056656
0.281,0.994,0.947,1,A012779
0.282,0.07,0.186,1,A019970
0.282,0.092,0.117,1,A038355
0.282,0.284,0.258,1,A007396
0.282,0.517,0.282,1,A043678
0.282,0.613,0.527,1,A008645
0.282,0.621,0.545,1,A006912
0.282,0.664,0.587,1,A036034
0.282,0.702,0.66,1,A016070
0.282,0.725,0.652,1,A057708
0.282,0.767,0.686,1,A028705
0.282,0.809,0.716,2,A051428|A051467
0.282,0.815,0.775,1,A040464
0.282,0.833,0.752,1,A045598
0.282,0.929,0.839,1,A056263
0.282,0.994,0.946,1,A012872
0.283,0.065,0.089,1,A039138
0.283,0.074,0.179,1,A021343
0.283,0.207,0.284,1,A004903
0.283,0.36,0.187,1,A046827
0.283,0.471,0.463,1,A007397
0.283,0.491,0.45,1,A002113
0.283,0.497,0.51,1,A051596
0.283,0.525,0.557,1,A048428
0.283,0.607,0.522,1,A054411
0.283,0.618,0.563,1,A037243
0.283,0.64,0.603,1,A054046
0.283,0.662,0.584,1,A036022
0.283,0.664,0.587,1,A036025
0.283,0.664,0.588,1,A036031
0.283,0.706,0.67,1,A058012
0.283,0.714,0.667,1,A024849
0.283,0.833,0.757,1,A040918
0.283,0.852,0.723,2,A046591|A046592
0.283,0.855,0.718,1,A054716
0.283,0.884,0.769,1,A037187
0.283,0.928,0.825,1,A040615
0.283,0.945,0.809,1,A048680
0.283,0.951,0.707,1,A037415
0.283,0.995,0.949,1,A012771
0.284,0.001,0.003,1,A044002
0.284,0.025,0.047,1,A038663
0.284,0.081,0.193,1,A021050
0.284,0.23,0.193,1,A051854
0.284,0.434,0.546,1,A030072
0.284,0.581,0.333,1,A043003
0.284,0.593,0.512,1,A058026
0.284,0.605,0.526,1,A051912
0.284,0.606,0.556,1,A036494
0.284,0.614,0.556,1,A025214
0.284,0.656,0.585,1,A015724
0.284,0.657,0.58,1,A051060
0.284,0.66,0.603,1,A050350
0.284,0.662,0.586,1,A036032
0.284,0.803,0.79,1,A040352
0.284,0.813,0.742,1,A019595
0.284,0.836,0.754,1,A054697
0.284,0.843,0.792,1,A040458
0.284,0.903,0.775,1,A040689
0.284,0.933,0.856,1,A040747
0.284,0.946,0.862,1,A050899
0.284,0.994,0.942,1,A012403
0.285,0.049,0.07,1,A026228
0.285,0.098,0.09,1,A004151
0.285,0.101,0.23,1,A021267
0.285,0.165,0.266,1,A021564
0.285,0.194,0.197,1,A057758
0.285,0.491,0.45,1,A032763
0.285,0.548,0.523,1,A049322
0.285,0.573,0.596,1,A007478
0.285,0.593,0.544,1,A027382
0.285,0.611,0.536,1,A045577
0.285,0.617,0.567,1,A000563
0.285,0.629,0.57,1,A055336
0.285,0.649,0.595,1,A057253
0.285,0.676,0.606,1,A002722
0.285,0.686,0.549,1,A023769
0.285,0.703,0.666,1,A048237
0.285,0.726,0.588,1,A047981
0.285,0.802,0.754,1,A030336
0.285,0.813,0.739,1,A046541
0.285,0.87,0.8,1,A039932
0.285,0.9,0.794,1,A003652
0.286,0.098,0.09,1,A032762
0.286,0.103,0.199,1,A006890
0.286,0.196,0.18,1,A004086
0.286,0.258,0.294,1,A021508
0.286,0.305,0.234,1,A004480
0.286,0.491,0.45,1,A032764
0.286,0.587,0.75,1,A010146
0.286,0.612,0.535,1,A036241
0.286,0.613,0.554,1,A051878
0.286,0.616,0.565,1,A047661
0.286,0.621,0.576,1,A025204
0.286,0.639,0.554,1,A014858
0.286,0.642,0.63,1,A017609
0.286,0.658,0.602,1,A030665
0.286,0.707,0.657,1,A010356
0.286,0.719,0.608,1,A017671
0.286,0.742,0.631,1,A009262
0.286,0.754,0.732,1,A005539
0.286,0.777,0.69,1,A056707
0.286,0.807,0.688,1,A038032
0.286,0.871,0.696,1,A004897
0.286,0.879,0.763,1,A040627
0.286,0.889,0.742,1,A035091
0.286,0.925,0.818,1,A040898
0.286,0.959,0.909,1,A010135
0.287,0.01,0.031,1,A036182
0.287,0.016,0.067,1,A044681
0.287,0.08,0.071,1,A044052
0.287,0.126,0.221,1,A021896
0.287,0.128,0.106,1,A039316
0.287,0.128,0.241,1,A021603
0.287,0.211,0.12,1,A039240
0.287,0.266,0.244,1,A004719
0.287,0.556,0.496,1,A056615
0.287,0.609,0.522,1,A001313
0.287,0.613,0.556,1,A051880
0.287,0.621,0.548,1,A000477
0.287,0.626,0.563,1,A022495
0.287,0.66,0.584,1,A036027
0.287,0.684,0.642,1,A005304
0.287,0.722,0.739,1,A018484
0.287,0.731,0.712,1,A032385
0.287,0.74,0.741,1,A035162
0.287,0.743,0.669,1,A039805
0.287,0.759,0.653,1,A054134
0.287,0.791,0.576,1,A020464
0.287,0.841,0.763,1,A040547
0.287,0.916,0.83,1,A040438
0.287,0.994,0.944,1,A012359
0.287,0.995,0.945,1,A013232
0.288,0.124,0.203,1,A019668
0.288,0.142,0.235,1,A051496
0.288,0.572,0.614,1,A054467
0.288,0.586,0.498,1,A045586
0.288,0.592,0.55,1,A014540
0.288,0.594,0.538,1,A029812
0.288,0.608,0.521,1,A001302
0.288,0.622,0.651,1,A001984
0.288,0.64,0.627,1,A017621
0.288,0.641,0.444,1,A031947
0.288,0.794,0.718,2,A002325|A033715
0.288,0.81,0.778,1,A006033
0.288,0.811,0.696,1,A047040
0.288,0.832,0.727,1,A036971
0.288,0.851,0.815,1,A040412
0.288,0.914,0.776,1,A002373
0.288,0.994,0.945,1,A012468
0.288,0.995,0.947,1,A012704
0.289,0.1,0.195,1,A011227
0.289,0.109,0.203,1,A008571
0.289,0.111,0.119,1,A032962
0.289,0.14,0.209,1,A011208
0.289,0.176,0.257,1,A010424
0.289,0.247,0.286,1,A045247
0.289,0.588,0.536,2,A011921|A052768
0.289,0.608,0.526,1,A001314
0.289,0.626,0.582,1,A034350
0.289,0.763,0.741,1,A029789
0.289,0.81,0.71,1,A051455
0.289,0.825,0.766,1,A003097
0.289,0.921,0.842,1,A040427
0.29,0.021,0.02,1,A036197
0.29,0.075,0.175,1,A020801
0.29,0.104,0.267,1,A013705
0.29,0.119,0.198,1,A011142
0.29,0.12,0.107,1,A031033
0.29,0.369,0.399,1,A033074
0.29,0.587,0.534,3,A011923|A011926|A011927
0.29,0.587,0.585,1,A024776
0.29,0.596,0.543,1,A024522
0.29,0.606,0.521,1,A003825
0.29,0.616,0.525,1,A014950
0.29,0.617,0.543,1,A015728
0.29,0.618,0.552,1,A015656
0.29,0.623,0.564,1,A031502
0.29,0.64,0.607,1,A007789
0.29,0.651,0.618,1,A011963
0.29,0.656,0.58,1,A036023
0.29,0.657,0.581,1,A036028
0.29,0.66,0.606,1,A002768
0.29,0.74,0.588,1,A018828
0.29,0.744,0.723,1,A040488
0.29,0.748,0.621,1,A044968
0.29,0.763,0.757,1,A040457
0.29,0.83,0.759,1,A040939
0.29,0.843,0.61,1,A051728
0.29,0.859,0.735,1,A040400
0.29,0.864,0.746,1,A040517
0.29,0.9,0.808,1,A040298
0.29,0.914,0.788,1,A055205
0.291,0.082,0.064,1,A031272
0.291,0.113,0.193,1,A032969
0.291,0.219,0.247,1,A034817
0.291,0.638,0.625,1,A017633
0.291,0.685,0.57,1,A033080
0.291,0.75,0.619,1,A022065
0.291,0.75,0.62,1,A035879
0.291,0.791,0.761,1,A006434
0.291,0.805,0.675,1,A037183
0.291,0.836,0.747,1,A040711
0.291,0.885,0.767,1,A040886
0.291,0.894,0.756,1,A019294
0.291,0.92,0.811,1,A040545
0.291,0.945,0.509,1,A038454
0.292,0.071,0.198,1,A011271
0.292,0.115,0.104,1,A056192
0.292,0.131,0.202,1,A011021
0.292,0.264,0.266,1,A023331
0.292,0.503,0.464,1,A015905
0.292,0.598,0.513,1,A030514
0.292,0.625,0.534,1,A046042
0.292,0.634,0.538,1,A033466
0.292,0.635,0.739,1,A055641
0.292,0.656,0.578,1,A036017
0.292,0.678,0.589,1,A050122
0.292,0.7,0.663,1,A048238
0.292,0.771,0.754,1,A037185
0.292,0.778,0.449,1,A045927
0.292,0.995,0.945,1,A013210
0.293,0.009,0.024,1,A036184
0.293,0.151,0.153,1,A031002
0.293,0.292,0.267,1,A056734
0.293,0.598,0.512,1,A046302
0.293,0.649,0.558,1,A003826
0.293,0.657,0.585,1,A036823
0.293,0.718,0.63,1,A050752
0.293,0.736,0.668,1,A027157
0.293,0.786,0.718,1,A010279
0.293,0.834,0.772,1,A002692
0.293,0.838,0.767,1,A003527
0.293,0.908,0.781,1,A051638
0.293,0.921,0.739,1,A035415
0.293,0.94,0.841,1,A010181
0.294,0.021,0.057,1,A037465
0.294,0.043,0.058,1,A045929
0.294,0.079,0.171,1,A049328
0.294,0.127,0.21,1,A011492
0.294,0.2,0.182,1,A031880
0.294,0.242,0.221,1,A048319
0.294,0.341,0.485,1,A055446
0.294,0.423,0.429,1,A001740
0.294,0.581,0.528,1,A024526
0.294,0.583,0.527,1,A011850
0.294,0.605,0.601,1,A015698
0.294,0.61,0.562,1,A051879
0.294,0.611,0.566,1,A029458
0.294,0.635,0.623,1,A017645
0.294,0.681,0.598,1,A052007
0.294,0.705,0.662,1,A025067
0.294,0.745,0.732,1,A048610
0.294,0.765,0.707,1,A005865
0.294,0.807,0.685,1,A050373
0.294,0.834,0.772,1,A013560
0.294,0.844,0.777,1,A048971
0.294,0.855,0.732,1,A036383
0.294,0.872,0.763,1,A028508
0.294,0.876,0.729,1,A029949
0.294,0.95,0.763,1,A020472
0.294,0.994,0.943,1,A013161
0.295,0.005,0.036,2,A043657|A043702
0.295,0.027,0.055,1,A048342
0.295,0.06,0.075,1,A050078
0.295,0.064,0.049,1,A004860
0.295,0.072,0.055,1,A003726
0.295,0.57,0.492,1,A054576
0.295,0.607,0.55,1,A027777
0.295,0.609,0.555,1,A015655
0.295,0.693,0.593,1,A056751
0.295,0.716,0.646,1,A046218
0.295,0.746,0.778,2,A001562|A054416
0.295,0.814,0.724,1,A001293
0.295,0.82,0.488,1,A014890
0.295,0.833,0.786,1,A040548
0.295,0.839,0.702,1,A007732
0.295,0.846,0.752,1,A035216
0.295,0.855,0.693,1,A010264
0.295,0.867,0.791,1,A040233
0.295,0.934,0.838,1,A050326
0.295,0.994,0.943,4,A009370|A009372|A009374|A013397
0.296,0.123,0.126,1,A033064
0.296,0.31,0.376,1,A007887
0.296,0.606,0.542,1,A054473
0.296,0.607,0.556,1,A032771
0.296,0.623,0.552,1,A033698
0.296,0.626,0.555,1,A023028
0.296,0.655,0.593,1,A051056
0.296,0.752,0.715,1,A048744
0.296,0.808,0.687,1,A027144
0.296,0.839,0.702,2,A051626|A054710
0.296,0.841,0.785,1,A007324
0.296,0.871,0.821,1,A010221
0.296,0.986,0.897,1,A051684
0.296,0.994,0.943,1,A009326
0.297,0.085,0.211,1,A021972
0.297,0.114,0.206,1,A011154
0.297,0.231,0.343,1,A024639
0.297,0.556,0.578,1,A028606
0.297,0.581,0.523,3,A011928|A011929|A011919
0.297,0.589,0.505,1,A059238
0.297,0.592,0.507,1,A000362
0.297,0.605,0.545,1,A032191
0.297,0.605,0.546,1,A014696
0.297,0.605,0.549,1,A015651
0.297,0.652,0.58,1,A039855
0.297,0.678,0.642,1,A028624
0.297,0.688,0.611,1,A055654
0.297,0.689,0.604,1,A053033
0.297,0.698,0.679,1,A029781
0.297,0.754,0.733,1,A048425
0.297,0.763,0.716,1,A046593
0.297,0.816,0.759,1,A030338
0.297,0.833,0.786,1,A040830
0.297,0.835,0.741,1,A040829
0.297,0.844,0.707,1,A054715
0.297,0.857,0.771,1,A049499
0.297,0.892,0.751,1,A051887
0.297,0.899,0.812,1,A038574
0.297,0.994,0.943,1,A009347
0.297,0.995,0.944,1,A013341
0.298,0.031,0.053,1,A026144
0.298,0.042,0.046,1,A032714
0.298,0.047,0.204,1,A019850
0.298,0.075,0.081,1,A035255
0.298,0.093,0.232,1,A021767
0.298,0.335,0.314,1,A033112
0.298,0.355,0.247,1,A019469
0.298,0.392,0.187,1,A043494
0.298,0.542,0.485,1,A052039
0.298,0.605,0.55,1,A059599
0.298,0.606,0.549,1,A015653
0.298,0.651,0.579,1,A039854
0.298,0.657,0.593,1,A036825
0.298,0.663,0.756,1,A010144
0.298,0.784,0.71,1,A029506
0.298,0.821,0.769,1,A006415
0.298,0.854,0.715,1,A032405
0.298,0.915,0.804,1,A040629
0.298,0.994,0.942,1,A013248
0.299,0.186,0.226,1,A010402
0.299,0.215,0.115,1,A024545
0.299,0.226,0.18,1,A032696
0.299,0.477,0.427,1,A057372
0.299,0.493,0.644,1,A003521
0.299,0.591,0.511,1,A003391
0.299,0.593,0.505,1,A046679
0.299,0.637,0.613,1,A051627
0.299,0.774,0.648,1,A055631
0.299,0.783,0.756,1,A006436
0.299,0.797,0.706,1,A048424
0.299,0.823,0.753,1,A000936
0.299,0.827,0.741,1,A040346
0.299,0.827,0.782,1,A040646
0.299,0.834,0.764,1,A051064
0.299,0.84,0.705,1,A054707
0.299,0.851,0.775,1,A040580
0.299,0.874,0.721,1,A050596
0.299,0.892,0.787,1,A008910
0.299,0.903,0.834,1,A040393
0.299,0.99,0.942,1,A052134
0.3,0.014,0.025,1,A034305
0.3,0.035,0.026,1,A036188
0.3,0.087,0.09,1,A007643
0.3,0.097,0.13,1,A010446
0.3,0.137,0.093,1,A039159
0.3,0.204,0.161,1,A031191
0.3,0.347,0.324,1,A015850
0.3,0.401,0.393,1,A046341
0.3,0.594,0.539,1,A024532
0.3,0.687,0.647,1,A056730
0.3,0.721,0.66,1,A050319
0.3,0.759,0.711,1,A047631
0.3,0.765,0.737,1,A034241
0.3,0.79,0.756,1,A049338
0.3,0.792,0.682,1,A047020
0.3,0.802,0.69,1,A051468
0.3,0.812,0.679,1,A032467
0.3,0.866,0.758,1,A040623
0.3,0.879,0.778,1,A040469
0.3,0.994,0.942,2,A013254|A013231
0.3,0.994,0.943,1,A009487
0.301,0.143,0.214,1,A019926
0.301,0.197,0.262,1,A021165
0.301,0.204,0.11,1,A024546
0.301,0.237,0.269,1,A015788
0.301,0.292,0.221,1,A004477
0.301,0.444,0.439,1,A038636
0.301,0.488,0.479,1,A045639
0.301,0.554,0.5,1,A018383
0.301,0.591,0.512,1,A023902
0.301,0.591,0.522,1,A015960
0.301,0.627,0.553,2,A006913|A008659
0.301,0.712,0.675,1,A057481
0.301,0.713,0.633,1,A054737
0.301,0.731,0.664,1,A028703
0.301,0.739,0.652,1,A054126
0.301,0.877,0.758,1,A048952
0.301,0.901,0.8,1,A035417
0.301,0.994,0.942,1,A013243
0.301,0.994,0.943,1,A009451
0.302,0.016,0.067,2,A044300|A044680
0.302,0.018,0.029,1,A039081
0.302,0.107,0.211,1,A021959
0.302,0.124,0.168,1,A039414
0.302,0.474,0.403,1,A036307
0.302,0.542,0.496,1,A007398
0.302,0.577,0.515,1,A011931
0.302,0.59,0.511,1,A008453
0.302,0.592,0.507,1,A015950
0.302,0.598,0.595,1,A053017
0.302,0.639,0.609,1,A052281
0.302,0.653,0.611,1,A052998
0.302,0.67,0.686,1,A054698
0.302,0.674,0.6,1,A032571
0.302,0.675,0.635,1,A005305
0.302,0.682,0.401,1,A024658
0.302,0.696,0.671,1,A049248
0.302,0.704,0.723,1,A035168
0.302,0.743,0.712,1,A040597
0.302,0.772,0.6,1,A054205
0.302,0.774,0.671,1,A047089
0.302,0.783,0.757,1,A010223
0.302,0.83,0.737,1,A035204
0.302,0.91,0.759,1,A046641
0.302,0.926,0.757,1,A031026
0.303,0.022,0.07,2,A044290|A044670
0.303,0.023,0.023,1,A044075
0.303,0.089,0.105,1,A039682
0.303,0.115,0.232,1,A021331
0.303,0.529,0.582,1,A021949
0.303,0.549,0.49,1,A023802
0.303,0.59,0.511,1,A022042
0.303,0.597,0.511,1,A001312
0.303,0.597,0.53,1,A026930
0.303,0.597,0.532,1,A026926
0.303,0.69,0.53,1,A033854
0.303,0.693,0.66,1,A020627
0.303,0.747,0.63,1,A038870
0.303,0.752,0.738,1,A040706
0.303,0.771,0.686,1,A002560
0.303,0.823,0.778,1,A040752
0.303,0.854,0.781,1,A007215
0.303,0.855,0.767,1,A040910
0.303,0.862,0.743,1,A040478
0.303,0.908,0.771,1,A054014
0.303,0.921,0.765,1,A039678
0.303,0.947,0.875,1,A040709
0.303,0.993,0.942,1,A013278
0.303,0.994,0.942,1,A009172
0.304,0.002,0.005,1,A004128
0.304,0.006,0.06,1,A044468
0.304,0.029,0.026,1,A036189
0.304,0.058,0.085,1,A031285
0.304,0.227,0.158,1,A032642
0.304,0.309,0.352,1,A044961
0.304,0.53,0.243,1,A031686
0.304,0.539,0.502,1,A036492
0.304,0.539,0.561,1,A037877
0.304,0.542,0.506,1,A029811
0.304,0.601,0.55,1,A030506
0.304,0.608,0.525,1,A055699
0.304,0.636,0.317,1,A023754
0.304,0.646,0.569,1,A052839
0.304,0.659,0.633,1,A028695
0.304,0.686,0.614,1,A029482
0.304,0.759,0.59,1,A038466
0.304,0.784,0.683,1,A032782
0.304,0.807,0.748,1,A027896
0.304,0.824,0.755,1,A003484
0.304,0.87,0.844,1,A040519
0.304,0.894,0.786,1,A000617
0.304,0.907,0.809,1,A040720
0.304,0.918,0.857,1,A040938
0.305,0.069,0.176,1,A010880
0.305,0.194,0.289,1,A021208
0.305,0.518,0.359,1,A043608
0.305,0.546,0.467,1,A011262
0.305,0.592,0.536,1,A024535
0.305,0.604,0.589,1,A029813
0.305,0.61,0.522,1,A006521
0.305,0.644,0.528,1,A032988
0.305,0.677,0.589,1,A030684
0.305,0.69,0.662,1,A048401
0.305,0.751,0.634,1,A039634
0.305,0.757,0.75,1,A000755
0.305,0.823,0.702,2,A046581|A046582
0.305,0.827,0.767,1,A046164
0.305,0.836,0.758,1,A040432
0.305,0.869,0.719,1,A033309
0.305,0.869,0.737,1,A040564
0.305,0.993,0.941,1,A013207
0.305,0.994,0.941,1,A013439
0.306,0.052,0.064,1,A038668
0.306,0.089,0.141,1,A045062
0.306,0.139,0.255,1,A021039
0.306,0.211,0.264,1,A040009
0.306,0.225,0.232,1,A035404
0.306,0.598,0.537,1,A028346
0.306,0.636,0.745,1,A040475
0.306,0.643,0.567,1,A036019
0.306,0.748,0.647,1,A050177
0.306,0.751,0.649,1,A054106
0.306,0.8,0.687,1,A051429
0.306,0.819,0.775,1,A040866
0.306,0.822,0.757,2,A001200|A058731
0.306,0.824,0.714,1,A048807
0.306,0.837,0.74,1,A034791
0.306,0.845,0.695,1,A033908
0.306,0.875,0.753,1,A035428
0.306,0.918,0.806,1,A040780
0.306,0.994,0.942,1,A009458
0.306,0.995,0.943,1,A059422
0.307,0.071,0.075,1,A030325
0.307,0.234,0.292,1,A004684
0.307,0.513,0.468,1,A046354
0.307,0.552,0.318,1,A043002
0.307,0.572,0.636,1,A005860
0.307,0.6,0.632,1,A024943
0.307,0.641,0.571,1,A015709
0.307,0.657,0.63,2,A035516|A035517
0.307,0.667,0.576,1,A029451
0.307,0.67,0.597,1,A015699
0.307,0.674,0.593,1,A018118
0.307,0.698,0.655,1,A000381
0.307,0.735,0.68,1,A003199
0.307,0.751,0.632,1,A039635
0.307,0.759,0.593,1,A054206
0.307,0.848,0.784,1,A040602
0.307,0.903,0.783,1,A035416
0.307,0.947,0.86,1,A004087
0.307,0.982,0.816,1,A001633
0.308,0.024,0.015,1,A044482
0.308,0.117,0.091,1,A035242
0.308,0.211,0.184,1,A020356
0.308,0.23,0.447,1,A030137
0.308,0.271,0.239,1,A008792
0.308,0.594,0.511,1,A001306
0.308,0.633,0.565,1,A038193
0.308,0.642,0.568,1,A039857
0.308,0.721,0.692,1,A000091
0.308,0.734,0.637,1,A050176
0.308,0.766,0.694,1,A045607
0.308,0.789,0.759,1,A040362
0.308,0.831,0.695,1,A054712
0.308,0.837,0.762,1,A040312
0.308,0.839,0.739,1,A046660
0.308,0.953,0.815,1,A035125
0.308,0.993,0.941,3,A013152|A013202|A013271
0.308,0.994,0.941,1,A009163
0.309,0.106,0.116,1,A032963
0.309,0.119,0.201,1,A011184
0.309,0.143,0.215,1,A021733
0.309,0.448,0.52,1,A023748
0.309,0.577,0.538,1,A014794
0.309,0.596,0.537,1,A005719
0.309,0.597,0.51,1,A016057
0.309,0.604,0.574,1,A007498
0.309,0.616,0.503,1,A057286
0.309,0.641,0.565,1,A052816
0.309,0.641,0.57,1,A035364
0.309,0.735,0.614,1,A023576
0.309,0.744,0.751,1,A040230
0.309,0.751,0.654,1,A029638
0.309,0.756,0.68,1,A054110
0.309,0.759,0.583,1,A056800
0.309,0.764,0.714,1,A028817
0.309,0.774,0.664,1,A050157
0.309,0.794,0.74,1,A030348
0.309,0.896,0.843,1,A031211
0.309,0.903,0.754,1,A004194
0.309,0.926,0.851,1,A040655
0.31,0.117,0.245,1,A021228
0.31,0.119,0.221,1,A021599
0.31,0.126,0.2,1,A021783
0.31,0.211,0.278,1,A021866
0.31,0.348,0.207,1,A031881
0.31,0.501,0.531,1,A032575
0.31,0.595,0.518,1,A015727
0.31,0.595,0.536,1,A011796
0.31,0.643,0.567,1,A035366
0.31,0.737,0.672,1,A046609
0.31,0.75,0.647,1,A029621
0.31,0.797,0.629,1,A023746
0.31,0.829,0.741,1,A035228
0.31,0.901,0.766,1,A054906
0.31,0.933,0.435,1,A023092
0.31,0.993,0.94,1,A013272
0.311,0.0,0.0,1,A007951
0.311,0.079,0.088,1,A031943
0.311,0.079,0.201,1,A011494
0.311,0.081,0.111,1,A032722
0.311,0.346,0.289,1,A050770
0.311,0.567,0.554,1,A058199
0.311,0.585,0.563,1,A017524
0.311,0.594,0.532,1,A056180
0.311,0.624,0.514,1,A029466
0.311,0.624,0.585,1,A057351
0.311,0.64,0.564,1,A035365
0.311,0.669,0.576,1,A016067
0.311,0.674,0.592,1,A018119
0.311,0.759,0.65,1,A047150
0.311,0.762,0.708,1,A046598
0.311,0.872,0.446,1,A006092
0.311,0.873,0.772,1,A040657
0.311,0.884,0.797,1,A010190
0.311,0.916,0.544,1,A046851
0.311,0.916,0.769,1,A035414
0.311,0.919,0.816,1,A058314
0.311,0.993,0.94,1,A013192
0.312,0.028,0.07,1,A050098
0.312,0.091,0.153,1,A033302
0.312,0.113,0.2,1,A006891
0.312,0.196,0.375,1,A031253
0.312,0.199,0.249,1,A004679
0.312,0.55,0.608,1,A046749
0.312,0.567,0.524,1,A028995
0.312,0.57,0.513,2,A015622|A015627
0.312,0.579,0.547,1,A016852
0.312,0.59,0.518,1,A015229
0.312,0.593,0.553,1,A055694
0.312,0.601,0.556,1,A031503
0.312,0.616,0.75,1,A010137
0.312,0.64,0.569,1,A039856
0.312,0.64,0.607,1,A058198
0.312,0.705,0.676,1,A032559
0.312,0.72,0.722,1,A035202
0.312,0.735,0.649,1,A046203
0.312,0.744,0.734,1,A014745
0.312,0.746,0.695,1,A032553
0.312,0.764,0.712,1,A035169
0.312,0.769,0.718,1,A035226
0.312,0.812,0.765,1,A010162
0.312,0.888,0.789,1,A040454
0.312,0.945,0.871,1,A040661
0.313,0.015,0.019,1,A036144
0.313,0.043,0.054,1,A043721
0.313,0.105,0.201,1,A020849
0.313,0.18,0.118,1,A004682
0.313,0.304,0.241,1,A031670
0.313,0.64,0.739,1,A043284
0.313,0.67,0.624,1,A050586
0.313,0.757,0.686,1,A005952
0.313,0.84,0.763,1,A000758
0.313,0.85,0.761,1,A040745
0.313,0.861,0.794,1,A001548
0.313,0.93,0.846,1,A040336
0.313,0.993,0.94,1,A013012
0.313,0.994,0.941,1,A024334
0.314,0.024,0.015,1,A044101
0.314,0.12,0.109,1,A022447
0.314,0.133,0.079,1,A045021
0.314,0.147,0.241,1,A021595
0.314,0.19,0.2,1,A055492
0.314,0.328,0.376,1,A007826
0.314,0.437,0.223,1,A039408
0.314,0.571,0.524,1,A058581
0.314,0.572,0.489,2,A024447|A024453
0.314,0.575,0.496,1,A006686
0.314,0.577,0.554,1,A029545
0.314,0.58,0.556,1,A017404
0.314,0.582,0.56,1,A017536
0.314,0.605,0.613,1,A037876
0.314,0.615,0.589,1,A046843
0.314,0.624,0.687,1,A046866
0.314,0.629,0.611,1,A028616
